Region_of_Residence,Age,Gender,Monthly_Grocery_Budget,Employment_Status,HH_Income,Total_Kids_inHH,Number_Stores_ShoppedAtPast4Weeks,Year,DemoWeight,BANNER_KEY,BANNER_ShareOfWallet,BANNER_InStoreVisits,BANNER_DeliveryVisits,BANNER_PickUpVisits,BANNER_Recommend,BANNER_Trust,BANNER_UsefulInfo,BANNER_DiscountsCouponsRelevance,BANNER_RightVarietyofProducts,BANNER_QualityProducts,BANNER_CheckOut,BANNER_Staff,BANNER_CleanStore,BANNER_Rewards,BANNER_Location,BANNER_SpeedofShop,BANNER_OnlineShopping,BANNER_OneStopShop,BANNER_OutofStocks,BANNER_NaturalOrganicVariety,BANNER_NewDifferentVariety,BANNER_Fun,BANNER_LocalVariety,BANNER_CommunityConnection,BANNER_BasePrices,BANNER_Tech,BANNER_Advertising,BANNER_BetterForYou,BANNER_LoyaltySaves,BANNER_PrivateBrandSaves,BANNER_DiscountPrevalence,BANNER_DiscountDepth,BANNER_Sustainability,BANNER_Employees,BANNER_Values
3,5,2,200,1,2,2,3,2022,.799,15,50,4,0,0,5,4, ,5,4,5,4,3,4,5,5,4,3,4,4,3,4, ,4,3,4,4,4,4,5,5,4,4,3,3,3
3,6,2,600,4,5,1,5,2022,1.548,2,10,2,0,0,4,4, ,3,4,3,2,3,4,3,5,3,3,4,4,3,3, ,3,3,2,3,3,3,3,4,4,3,3,3,3
1,5,2,400,1,3,2,2,2022,.871,8,30,4,0,0,5,4, ,5,5,5,5,3,5,5,5,5,3,5,4,5,5, ,5,5,5,5,3,5,5,5,5,5,5,5,5
1,6,2,215,4,1,1,4,2022,1.143,4,1,1,6,2,5,5, ,2,5,3,5,2,3,3,5,5,5,2,3,3,5, ,1,3,1,5,1,1,1,3,3,3,3,3,3
3,8,2,300,4,2,1,3,2022,.864,3,25,6,0,0,5,5, ,2,4,4,4,5,5,3,4,5,3,4,5,4,4, ,4,3,5,5,5,3,3,3,5,3,3,3,3
3,8,2,300,4,1,1,2,2022,1.58,3,80,1,0,0,5,5, ,1,4,3,4,3,4,3,5,4,3,1,3,4,3, ,1,4,5,3,5,3,1,4,4,4,4,3,3
3,8,2,300,4,1,1,2,2022,1.58,31,20,3,0,0,5,5, ,1,4,3,2,3,4,4,5,4,3,5,4,4,5, ,2,4,3,3,5,3,5,4,3,4,4,3,3
4,4,2,300,1,5,1,3,2022,.872,10,20,1,0,0,4,3, ,2,5,3,1,3,4,2,2,1,2,5,2,2,2, ,1,3,4,1,2,3,2,4,2,3,3,3,2
4,5,2,900,3,1,2,2,2022,.535,61,80,100,0,4,4,3, ,2,3,3,2,2,3,1,3,2,4,4,5,3,3, ,2,2,4,3,4,1,1,4,4,5,2,3,3
1,3,2,100,1,2,1,7,2022,1.285,8,15,1,0,0,5,5, ,5,5,5,5,5,5,3,4,4,5,5,1,3,3, ,2,2,4,3,5,4,3,5,4,4,3,5,3
3,5,2,700,5,2,2,4,2022,.641,4,10,2,2,2,3,4, ,4,4,4,4,4,3,3,4,3,4,3,3,4,4, ,4,3,3,5,3,5,3,3,4,3,4,3,3
3,5,2,700,5,2,2,4,2022,.641,8,10,2,2,2,2,3, ,3,3,3,3,3,2,2,3,4,3,3,2,4,3, ,3,2,2,4,2,4,3,2,3,3,3,2,2
3,2,2,200,2,3,1,4,2022,1.483,3,50,4,0,0,5,5, ,5,5,5,5,5,5,3,5,5,3,5,3,5,5, ,5,5,5,5,5,5,3,5,5,5,5,5,5
2,5,2,700,5,2,2,4,2022,1.124,31,95,8,0,0,5,5, ,5,5,4,5,3,5,5,4,3,3,5,3,4,3, ,5,5,3,4,5,3,5,5,4,4,3,5,5
3,3,2,600,5,3,1,1,2022,1.323,61,98,2,0,4,4,3, ,2,3,2,3,2,3,3,3,3,4,4,4,2,4, ,3,2,4,2,3,3,2,3,2,2,3,2,3
4,8,2,700,4,3,1,3,2022,.717,10,20,3,0,0,5,5, ,3,5,5,5,5,5,5,5,5,3,5,1,5,5, ,3,5,5,5,5,5,5,3,5,5,5,5,5
4,5,2,800,5,7,3,14,2022,2.158,16,5,5,0,0,5,4, ,5,5,5,2,3,5,5,4,2,3,4,2,4,5, ,3,3,4,3,5,4,5,5,5,5,3,3,3
3,2,2,300,1,4,1,3,2022,1.851,10,80,4,0,0,5,5, ,5,5,5,3,3,4,1,3,2,5,1,1,5,5, ,1,3,5,3,5,1,1,4,5,5,3,3,3
4,5,2,1000,1,5,3,12,2022,.892,5,5,2,2,2,4,4, ,4,4,4,4,4,5,4,5,4,4,5,4,4,4, ,4,5,4,5,4,5,4,4,4,4,4,4,4
3,2,2,150,2,1,1,6,2022,2.184,2,10,3,2,0,1,3, ,4,2,1,2,1,1,2,3,2,2,1,3,2,2, ,2,1,4,2,4,1,2,3,4,4,1,1,2
2,6,2,300,1,5,1,3,2022,2.113,61,60,2,0,0,4,3, ,1,5,3,2,3,3,2,4,3,5,4,4,4,3, ,1,5,5,3,3,3,2,4,2,3,3,3,3
3,4,2,200,1,3,1,10,2022,1.087,9, ,1,0,0,3,2, ,3,4,3,2,2,2,3,2,2,3,1,3,2,2, ,3,3,4,3,4,3,4,3,4,4,3,4,3
3,2,2,500,2,3,1,4,2022,1.483,15,20,5,0,0,4,4, ,2,4,3,4,4,4,4,4,3,3,2,2,5,3, ,4,4,3,3,3,3,4,3,3,4,3,3,3
2,4,2,1280,5,3,4,3,2022,.704,31,50,6,0,0,5,5, ,5,4,4,2,4,5,4,5,2,3,1,4,5,5, ,5,3,3,4,3,3,5,3,4,3,3,3,3
1,5,2,1500,1,5,5,8,2022,1.363,8,2,2,0,0,5,5, ,3,3,3,3,3,3,2,3,4,3,4,3,3,3, ,2,3,3,3,3,3,3,4,2,3,3,4,3
3,6,2,100,4,1,1,4,2022,1.176,3,20,4,0,0,5,5, ,5,3,4,4,3,2,1,5,5,5,1,3,5,5, ,3,3,1,4,5,5,3,3,5,4,3,3,3
1,5,2,200,5,2,2,3,2022,.777,3,20,4,2,1,5,5, ,3,5,5,5,5,5,1,5,5,5,3,1,2,5, ,5,5,5,5,1,5,1,5,5,5,5,5,5
3,2,2,50,2,1,3,2,2022,2.099,61,75,6,0,2,5,4, ,2,4,2,3,2,2,1,4,4,4,4,4,2,4, ,4,3,5,3,4,2,2,4,4,4,2,1,4
1,5,2,800,1,5,2,2,2022,1.083,1,10,1,0,4,4,4, ,4,5,5,5,5,5,5,5,5,5,5,2,2,5, ,3,4,2,5,5,5,5,3,5,3,4,4,3
3,6,2,150,7,2,1,1,2022,.774,61,100,4,0,0,3,3, ,1,5,2,5,1,1,1,5,4,1,5,5,3,5, ,3,1,3,1,5,1,1,5,1,4,3,1,1
1,2,2,116,3,1,1,7,2022,1.36,5, ,1,3,0,2,3, ,5,3,3,5,3,1,2,4,3,3,2,3,3,3, ,3,3,3,3,5,5,3,3,3,3,3,3,3
1,5,2,900,5,4,2,3,2022,.759,61,75,4,0,0,4,4, ,3,4,3,4,3,4,2,4,4,3,2,4,3,4, ,2,3,3,3,4,3,2,3,4,3,3,2,3
3,2,2,260,5,2,1,3,2022,1.343,61,10,5,0,0,3,2, ,4,4,3,4,3,3,3,3,4,3,4,4,4,4, ,4,3,4,3,5,3,4,4,4,4,3,2,3
1,3,2,100,1,5,1,2,2022,1.572,10,80,1,1,1,5,5, ,4,4,5,5,5,5,5,5,4,4,5,4,5,4, ,3,4,5,4,5,5,5,5,5,5,5,5,3
1,3,2,100,1,5,1,2,2022,1.572,5,20,1,1,0,4,3, ,3,4,3,5,2,3,4,3,3,5,5,3,5,3, ,3,3,2,5,3,3,4,4,3,3,2,2,3
3,9,2,100,4,2,2,3,2022,.981,2,25,3,0,0,5,5, ,5,5,5,3,5,5,5,5,3,5,3,3,5,5, ,3,5,3,5,4,5,5,4,5,3,5,3,5
4,5,2,800,1,8,1,4,2022,.684,43,10,2,0,0,3,4, ,4,3,4,5,5,4,4,4,5,3,2,4,4,3, ,4,3,2,2,3,3,5,3,2,2,3,5,3
2,6,2,300,1,6,1,2,2022,2.44,10,20,3,0,0,4,4, ,2,4,4,4,3,4,2,3,3,3,2,3,4,4, ,2,3,4,3,3,4,3,4,3,2,3,3,3
3,3,2,100,6,1,1,3,2022,1.762,61, ,100,0,0,5,5, ,5,5,5,5,5,4,3,4,3,5,5,5,5,5, ,5,3,5,3,4,5,5,5,5,2,4,5,4
2,7,2,500,4,2,1,3,2022,.531,61,20,3,0,0,4,3, ,5,4,2,3,3,4,4,3,1,3,5,4,4,5, ,1,2,3,4,5,3,2,4,5,3,3,3,4
3,3,2,400,1,3,1,3,2022,1.551,61,30,1,1,0,2,3, ,2,5,2,3,1,2,2,5,1,5,4,5,3,4, ,1,3,2,4,5,2,2,3,2,2,3,2,2
3,4,2,600,1,5,1,3,2022,1.065,10,33,1,1,1,5,5, ,4,5,4,5,4,4,4,5,4,5,4,4,5,4, ,3,3,5,3,4,5,3,5,4,5,2,5,5
3,6,2,600,1,3,1,5,2022,1.191,3,5,4,0,0,5,4, ,1,2,2,5,4,5,1,4,5,2,2,1,2,2, ,3,3,5,2,4,2,1,5,4,4,2,4,3
3,3,2,500,1,3,3,3,2022,1.011,61,75,4,0,0,3,4, ,4,3,4,4,3,2,3,4,3,3,3,2,3,3, ,3,4,3,5,3,1,2,2,3,2,4,2,4
2,6,2,250,1,4,1,2,2022,.764,61,10,1,0,0,5,5, ,3,3,4,5,4,5,4,5,5,5,4,5,3,5, ,3,5,5,5,5,3,3,5,4,3,3,4,5
4,7,2,600,4,6,1,2,2022,1.149,43,20,3,0,0,2,3, ,4,4,4,5,4,5,3,5,3,5,1,2,3,4, ,3,4,3,3,5,3,3,3,5,4,3,3,3
3,7,2,300,4,8,1,2,2022,.95,14,25,1,0,0,5,5, ,4,5,5,5,4,5,4,5,4,4,5,2,5,4, ,5,5,3,4,5,5,4,4,4,5,4,4,4
4,2,2,200,2,1,1,1,2022,.863,10,25,4,0,0,5,4, ,1,5,3,4,3,3,2,4,5,2,3,4,3,5, ,1,1,3,2,3,3,3,5,2,5,2,4,2
4,2,2,200,1,2,1,3,2022,.664,61,75,4,0,0,4,3, ,1,4,3,5,3,3,3,5,4,5,4,5,4,3, ,3,2,4,4,5,3,3,4,3,3,3,3,3
4,4,2,620,6,2,3,18,2022,.497,13, ,3,3,0,5,5, ,3,3,3,3,3,3,3,3,3,3,3,3,3,4, ,3,3,3,4,3,3,3,3,3,3,3,3,3
2,2,2,450,5,2,2,4,2022,1.358,3,25,2,0,0,5,5, ,3,2,3,2,4,4,2,5,5,2,3,3,5,3, ,3,3,5,3,5,4,2,5,5,3,3,3,3
4,3,2,700,5,8,2,6,2022,.811,43,13,1,1,4,5,3, ,4,4,5,4,5,5,5,5,5,5,3,4,5,5, ,5,5,2,5,5,4,4,5,4,4,3,4,4
3,2,2,200,3,1,2,3,2022,2.007,61,25,3,0,0,5,4, ,4,4,5,5,4,5,4,4,4,5,4,2,4,5, ,5,5,4,5,4,4,3,5,5,5,4,5,4
2,7,2,400,4,2,1,3,2022,.586,3,30,1,0,0,5,5, ,1,4,4,4,4,5,1,4,5,4,2,5,3,4, ,2,4,5,4,4,1,1,5,4,3,3,3,3
3,8,2,160,8,1,1,7,2022,1.312,9,14,100,0,0,4,3, ,3,3,3,3,3,4,1,3,4,4,1,3,4,4, ,2,3,2,4,3,3,3,3,3,4,3,4,3
3,2,2,300,1,2,1,6,2022,1.505,10,1,1,1,1,1,2, ,3,4,4,2,4,3,3,5,2,3,4,3,3,4, ,3,4,4,2,4,4,4,5,4,4,3,4,4
3,5,2,800,2,5,3,6,2022,1.299,15,15,100,0,0,4,3, ,3,4,3,4,4,4,5,4,4,3,4,2,4,3, ,4,3,3,4,3,3,4,4,4,4,3,3,3
4,3,2,350,5,2,1,5,2022,.738,2,5,2,0,0,3,5, ,5,5,5,5,5,5,5,5,5,5,1,3,5,5, ,5,4,1,5,5,5,5,4,5,2,5,5,3
3,6,2,300,1,2,1,1,2022,1.062,61,100,3,0,0,3,3, ,3,2,3,2,2,3,3,3,2,3,3,4,3,3, ,3,3,2,3,3,1,3,4,3,2,3,3,3
3,2,2,500,5,2,3,7,2022,1.188,15,10,2,0,0,4,5, ,3,2,5,5,5,5,2,5,5,1,2,4,4,2, ,3,5,2,1,5,3,5,5,5,5,3,3,1
3,2,2,300,1,2,5,3,2022,1.505,4,10,15,1,0,5,5, ,5,5,5,5,3,3,3,5,5,5,3,3,3,3, ,1,3,5,5,5,1,3,3,3,5,3,3,5
3,2,2,300,1,2,5,3,2022,1.505,61,80,5,0,0,5,5, ,5,5,5,5,3,5,5,5,5,5,5,5,5,5, ,1,5,5,5,5,3,5,5,4,5,3,3,5
2,2,2,400,7,1,1,2,2022,1.873,61,75,3,0,0,3,3, ,5,4,5,4,3,5,4,5,2,5,5,5,5,5, ,1,3,3,5,5,1,3,3,5,3,3,4,1
3,2,2,350,2,1,1,5,2022,2.184,9,24,20,0,0,5,3, ,5,5,3,5,1,3,3,5,5,3,5,4,3,5, ,3,3,5,5,5,3,4,4,3,3,3,5,3
3,2,2,350,2,1,1,5,2022,2.184,9,18,100,0,0,5,3, ,4,3,3,4,4,3,4,4,3,2,1,3,3,5, ,3,3,4,5,3,5,1,3,3,3,1,4,3
3,2,2,200,3,1,4,8,2022,2.007,14,10,2,0,0,5,5, ,5,4,5,5,5,5,5,5,3,5,5,1,2,5, ,5,5,5,5,5,5,5,5,5,5,5,4,5
4,2,2,100,3,1,1,7,2022,1.12,43,20,6,0,0,4,4, ,4,4,2,1,3,2,4,3,1,2,3,4,3,4, ,4,2,2,2,3,5,4,3,3,4,2,2,4
2,2,2,1500,1,3,2,5,2022,1.647,17,5,3,0,0,5,4, ,4,3,5,4,5,4,3,3,5,3,3,2,5,4, ,2,3,3,5,4,5,4,5,4,5,4,5,3
3,2,2,500,1,1,2,3,2022,2.416,61,50,3,0,0,5,3, ,1,5,3,3,1,5,1,5,5,5,5,5,4,4, ,1,1,3,5,5,3,1,3,3,3,3,1,2
3,2,2,200,3,1,6,6,2022,2.007,4,5,20,10,5,3,3, ,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,3,3,3,3,3,3,3,3,3,3,3,3,3
4,2,2,200,3,4,2,5,2022,1.033,4,10,100,2,0,5,5, ,3,5,5,5,3,5,5,5,5,5,4,3,3,4, ,3,3,4,5,3,4,5,3,5,4,3,3,3
2,2,2,300,1,2,1,2,2022,1.172,61,80,5,0,0,5,4, ,2,4,2,4,1,2,2,2,2,5,5,5,4,5, ,1,4,2,5,5,1,1,1,4,4,3,1,4
4,3,2,400,5,6,2,6,2022,2.017,4,2,1,1,0,5,5, ,3,4,3,3,5,5,3,4,3,5,1,2,3,4, ,2,3,4,5,4,3,4,4,4,4,3,3,4
4,2,2,500,3,5,6,3,2022,1.474,61, ,1,0,0,3,4, ,3,4,3,4,3,2,3,5,3,5,5,2,4,4, ,3,4,4,4,3,3,3,4,4,3,3,3,3
4,5,2,1000,1,4,2,3,2022,.625,61,25,5,0,0,3,5, ,2,3,1,5,5,5,5,5,5,5,2,5,3,3, ,5,3,3,3,4,5,5,3,4,4,5,5,4
3,2,2,200,1,1,1,4,2022,1.775,14,10,2,0,0,3,3, ,5,3,5,5,5,5,5,5,5,5,5,3,3,5, ,3,5,5,5,5,5,5,5,5,5,5,5,3
4,2,2,250,1,2,1,3,2022,.793,61,50,5,0,0,3,2, ,5,5,3,5,5,5,2,5,4,5,5,1,4,5, ,4,1,2,4,5,3,3,4,4,3,3,2,5
4,2,2,200,1,2,1,10,2022,.671,16,20,100,0,0,4,3, ,5,5,4,5,3,4,5,5,4,5,4,2,5,4, ,2,3,1,1,4,4,5,3,4,3,3,2,3
3,2,2,600,6,1,1,5,2022,1.584,31,10,3,0,0,5,3, ,5,3,3,5,3,5,4,5,2,5,5,3,3,5, ,1,5,3,5,5,4,5,5,4,2,3,5,5
2,6,2,350,1,4,1,2,2022,.99,31,5,1,0,0,5,5, ,4,5,5,5,3,5,4,5,5,3,1,3,3,3, ,3,3,3,4,3,5,4,3,5,2,3,3,3
2,6,2,350,1,4,1,2,2022,.99,61,20,2,0,0,5,5, ,3,5,4,1,2,4,2,5,5,3,5,2,3,3, ,3,3,4,4,3,3,2,5,5,5,3,2,3
3,6,2,300,4,5,1,2,2022,1.548,61,20,2,0,1,4,4, ,2,3,3,4,2,3,2,4,4,4,3,3,3,3, ,3,2,3,4,4,3,1,3,3,3,3,3,2
3,7,2,500,4,2,1,3,2022,.753,9,60,100,0,0,4,4, ,3,3,3,3,4,3,3,3,3,3,2,4,3,3, ,4,3,2,3,1,3,1,4,3,3,3,3,3
2,3,2,300,1,2,2,5,2022,1.338,12,5,1,0,0,5,5, ,4,5,5,5,5,5,3,3,5,3,5,1,5,3, ,5,5,5,5,5,5,3,3,5,5,5,5,5
2,6,2,700,1,5,1,4,2022,1.566,4,30,6,1,1,2,2, ,2,5,2,5,1,3,3,5,5,5,1,2,2,5, ,1,1,4,4,2,3,2,2,4,5,2,2,2
4,3,2,200,2,2,1,6,2022,.738,13,10,2,0,0,5,5, ,5,5,3,4,3,2,2,2,3,3,2,3,4,3, ,2,3,5,3,5,3,3,5,5,5,2,3,3
3,6,2,600,5,3,1,3,2022,.868,15,50,2,0,0,5,5, ,5,5,5,5,5,5,5,5,5,3,4,1,5,4, ,5,5,3,5,4,5,5,5,5,5,5,5,4
4,5,2,400,1,4,2,5,2022,.625,2,2,1,0,0,3,3, ,2,5,4,5,4,5,3,3,4,3,5,3,4,4, ,2,3,1,2,2,3,3,3,2,1,2,3,1
3,4,2,750,1,1,2,2,2022,.809,61,80,6,1,1,5,5, ,3,5,3,1,2,3,1,4,1,5,5,5,3,3, ,3,4,5,3,5,3,1,5,3,3,3,3,3
3,3,2,800,5,2,3,10,2022,1.322,2,10,1,0,0,3,3, ,5,5,3,3,3,5,4,3,3,5,3,2,5,5, ,5,3,1,5,5,3,5,3,3,3,3,3,3
3,6,2,250,4,3,1,3,2022,.989,61,10,1,0,0,3,3, ,3,3,3,4,3,5,3,5,4,5,4,3,4,3, ,3,3,4,3,5,3,1,5,5,4,3,3,3
3,7,2,300,4,1,1,3,2022,.707,61,10,1,0,0,4,4, ,2,4,3,3,2,4,2,4,4,3,2,4,3,2, ,2,3,3,3,4,3,2,2,3,4,3,3,3
4,3,2,1200,5,2,5,3,2022,.568,43,30,3,0,0,5,5, ,3,5,3,3,5,5,5,5,5,3,3,1,4,5, ,3,3,2,2,4,3,4,3,5,2,5,3,3
4,3,2,1200,5,2,5,3,2022,.568,61,20,1,0,0,5,5, ,3,5,3,2,5,5,3,5,5,5,5,1,4,5, ,2,2,2,1,2,3,2,3,3,3,5,1,3
4,3,2,400,1,2,4,6,2022,.696,2,1,2,0,0,3,3, ,3,3,3,2,3,4,3,1,4,3,3,2,3,3, ,3,4,1,3,2,3,3,4,3,3,3,2,2
4,4,2,500,7,3,1,7,2022,.282,2, ,5,0,4,3,1, ,1,1,1,3,3,3,3,5,1,1,2,5,2,1, ,1,3,1,5,2,3,2,1,1,1,1,3,1
3,6,2,300,1,3,1,7,2022,.697,15,1,1,0,0,3,3, ,4,4,3,4,2,3,4,5,4,3,3,3,3,3, ,3,3,3,3,4,3,3,3,3,3,3,3,3
4,4,2,450,1,4,1,5,2022,.308,2,20,1,0,0,5,5, ,5,5,5,5,5,5,5,5,5,5,5,4,5,5, ,5,5,5,5,5,5,5,5,5,5,5,5,5
4,4,2,450,1,4,1,5,2022,.308,4,15,1,1,0,5,4, ,3,5,5,5,3,3,3,5,5,5,3,2,3,5, ,3,3,3,5,3,3,3,3,3,3,5,5,5
3,2,2,547,5,1,2,2,2022,1.775,31,50,5,7,0,5,5, ,3,5,3,5,5,5,5,5,5,4,2,1,5,2, ,5,5,1,5,2,5,2,3,4,3,3,4,5
3,2,2,547,5,1,2,2,2022,1.775,61,50,5,4,0,5,5, ,5,5,3,5,2,4,3,5,3,5,5,1,5,5, ,5,5,5,3,5,4,2,5,5,5,3,1,5
2,5,2,600,1,7,1,4,2022,3.538,31,20,2,0,0,1,1, ,3,5,2,5,3,4,3,5,4,3,3,3,3,2, ,3,3,4,3,3,3,3,5,3,3,3,3,3
2,4,2,150,2,2,1,3,2022,.813,61,20,1,0,0,2,2, ,4,4,2,2,2,1,1,4,2,5,4,5,4,4, ,1,2,5,2,4,4,1,5,4,4,1,1,2
4,4,2,650,1,3,2,11,2022,.558,13,2,1,0,0,4,5, ,5,5,4,4,5,5,4,5,5,3,5,4,3,3, ,3,3,5,3,4,3,3,4,5,5,3,5,4
2,7,2,1300,4,3,1,5,2022,1.043,4,5,1,1,0,4,4, ,2,4,4,4,3,3,3,3,3,4,1,3,4,4, ,3,4,2,3,3,2,2,3,3,3,3,2,2
4,4,2,500,1,4,2,3,2022,.471,61,15,2,0,0,1,2, ,3,3,4,3,3,4,3,3,4,3,3,4,4,1, ,3,2,3,3,5,3,3,4,4,3,3,3,2
4,4,2,500,2,2,3,7,2022,.397,16,5,2,0,0,4,4, ,4,5,3,3,4,5,3,5,4,5,4,5,5,5, ,3,5,4,4,5,4,4,4,5,4,4,3,5
3,4,2,300,7,8,2,2,2022,1.133,10,80,5,0,0,5,4, ,3,4,4,4,3,5,2,5,4,4,4,2,4,4, ,3,3,3,4,4,3,3,3,3,3,3,4,4
3,4,2,300,7,8,2,2,2022,1.133,31,10,1,0,0,4,3, ,3,4,3,4,3,4,2,3,4,4,4,2,4,3, ,3,4,3,4,3,3,3,3,4,3,3,3,3
4,4,2,1500,1,1,5,2,2022,.476,61,60,2,4,0,5,5, ,5,5,5,5,5,5,3,5,5,5,5,3,5,5, ,4,5,5,5,5,5,1,5,5,5,3,5,5
1,4,2,500,5,2,3,5,2022,.686,8,2,1,0,0,5,5, ,4,5,5,5,5,5,4,5,5,5,5,2,5,5, ,5,5,5,5,5,5,4,4,3,3,5,4,5
3,3,2,700,2,7,1,6,2022,6.394,15,30,20,2,0,5,5, ,2,4,4,5,4,5,4,5,4,5,5,4,4,4, ,5,4,5,2,4,3,5,4,4,4,4,5,3
2,8,2,86,4,3,1,3,2022,1.364,61,20,3,1,1,5,5, ,1,5,5,5,2,5,2,5,5,5,5,3,3,5, ,3,5,4,5,4,3,1,4,3,4,3,3,3
1,5,2,600,1,5,1,7,2022,1.363,8,5,1,0,0,5,5, ,3,5,4,5,3,5,3,5,4,3,3,3,3,3, ,3,4,5,3,3,3,3,5,3,4,3,3,4
4,6,2,250,4,2,1,8,2022,.492,13,25,2,0,0,3,4, ,2,4,3,4,3,5,2,4,4,3,3,2,3,3, ,3,3,4,2,3,3,3,3,3,3,3,3,3
3,7,2,1000,1,4,1,6,2022,.652,15,80,3,0,5,5,5, ,5,5,5,5,5,5,5,5,5,5,5,3,3,5, ,3,3,3,5,3,3,5,5,5,1,3,3,5
2,8,2,250,4,2,1,3,2022,.96,3, ,1,1,0,5,5, ,5,5,5,5,5,5,5,5,5,5,5,3,5,5, ,5,5,5,5,5,5,5,5,5,5,5,5,5
3,5,2,350,5,3,1,9,2022,1.022,9,10,1,0,0,5,5, ,5,5,5,4,4,5,5,5,5,4,5,2,2,4, ,2,5,2,5,4,4,4,4,3,5,4,5,4
3,7,2,250,4,4,1,5,2022,.768,8,5,1,0,1,5,3, ,3,3,3,3,3,5,1,4,2,5,2,3,4,5, ,3,3,4,5,5,2,3,5,3,4,3,5,3
3,4,2,900,5,3,1,3,2022,.877,15,20,4,0,0,5,5, ,5,4,3,5,3,5,1,5,5,3,2,5,2,4, ,1,2,5,3,5,3,5,5,5,5,2,3,3
3,4,2,900,5,3,1,3,2022,.877,61,70,100,0,0,5,5, ,1,5,3,5,3,5,1,5,5,3,4,5,4,5, ,1,2,5,5,5,3,2,5,5,3,2,3,3
4,5,2,700,7,1,2,2,2022,.465,10,30,4,0,0,5,5, ,3,3,4,3,1,5,1,3,1,3,1,5,5,4, ,1,3,3,1,5,1,2,4,5,5,1,5,3
4,5,2,700,7,1,2,2,2022,.465,16,70,100,0,1,5,4, ,4,3,3,1,3,3,4,3,1,3,3,5,4,3, ,3,4,1,1,5,1,3,4,4,4,1,1,2
4,7,2,500,4,4,1,4,2022,.261,4,20,6,4,2,4,3, ,3,5,4,5,3,3,3,1,5,5,2,5,5,5, ,1,1,3,4,4,4,3,2,2,3,4,3,3
2,7,2,400,4,8,1,5,2022,.758,31,70,5,0,0,3,4, ,1,5,4,5,2,4,4,5,4,5,5,4,4,3, ,3,3,4,4,5,2,2,5,4,3,3,3,2
4,5,2,200,1,4,1,3,2022,.481,16,40,4,0,0,5,5, ,5,4,5,4,5,1,5,5,5,5,5,2,4,3, ,3,3,1,5,5,3,5,5,4,5,3,3,5
3,6,2,300,1,2,1,3,2022,.601,4,15,1,2,0,5,5, ,3,5,4,3,4,3,5,5,5,5,4,4,4,5, ,3,3,4,5,5,3,4,3,4,5,3,3,4
4,5,2,150,6,1,5,7,2022,.522,16,5,1,3,1,1,3, ,5,5,5,1,5,5,3,5,1,5,5,1,3,5, ,5,5,1,4,5,4,5,5,5,5,5,5,5
3,7,2,1500,4,1,1,3,2022,1.209,31,60,2,0,0,5,5, ,3,5,5,5,3,3,5,3,3,1,5,3,3,3, ,5,3,3,3,3,5,5,3,5,5,5,3,5
3,7,2,1500,4,1,1,3,2022,1.209,61,20,1,0,0,5,5, ,3,5,5,5,3,3,5,3,3,1,5,3,3,3, ,5,3,3,3,3,5,5,3,5,5,5,3,5
3,5,2,800,7,1,1,5,2022,.838,4,10,1,1,0,5,5, ,3,5,5,5,3,3,3,3,5,5,5,2,5,5, ,2,4,3,5,3,5,3,3,4,5,3,4,4
2,6,2,300,2,5,1,3,2022,1.502,10,25,3,0,0,4,3, ,2,4,3,4,3,4,2,2,2,3,2,2,4,3, ,2,3,2,3,4,3,2,3,4,2,3,3,3
2,6,2,300,2,5,1,3,2022,1.502,11,50,3,0,0,4,3, ,4,4,3,4,3,4,2,2,4,3,4,2,4,3, ,2,3,2,3,3,3,2,3,4,2,3,3,3
3,4,2,1400,2,3,3,3,2022,.704,15,10,2,0,0,3,3, ,3,1,2,1,3,1,1,5,1,1,1,1,1,1, ,3,3,3,1,1,1,4,5,3,4,3,3,1
3,3,2,1237,5,2,3,7,2022,1.592,10,5,1,1,0,5,5, ,5,5,5,5,5,5,5,5,5,5,5,5,5,5, ,5,5,5,5,5,5,5,5,5,5,5,5,5
1,6,2,450,4,5,2,4,2022,1.32,5,60,1,1,0,5,5, ,4,5,4,3,3,3,5,3,3,5,3,5,5,3, ,4,5,4,5,5,5,3,5,3,4,3,3,5
3,6,2,339,4,4,1,4,2022,.748,4,1,1,1,0,3,2, ,5,5,5,4,1,3,1,1,3,5,1,5,5,5, ,1,1,5,3,5,1,3,4,5,5,4,3,1
3,8,2,350,4,2,1,4,2022,.8,8,30,4,0,0,5,4, ,5,5,5,5,5,5,5,5,5,5,4,4,5,5, ,5,5,5,5,5,4,5,5,5,5,5,5,4
3,8,2,350,4,2,1,4,2022,.8,43,20,4,0,0,5,4, ,5,5,5,5,5,5,5,5,5,5,4,4,5,5, ,5,5,4,5,5,4,5,5,5,5,5,5,4
4,5,2,800,7,2,2,3,2022,.508,10,10,20,0,0,5,5, ,1,5,5,4,3,5,2,5,3,4,4,1,5,5, ,3,3,4,4,3,5,3,5,3,5,3,5,4
1,3,2,400,1,6,1,7,2022,3.083,8,10,2,0,0,4,3, ,2,3,3,2,2,4,3,4,2,5,2,3,3,2, ,3,3,2,2,4,2,2,3,4,3,3,3,3
3,7,2,600,4,4,2,6,2022,.826,10,30,1,0,0,5,5, ,4,5,4,4,4,4,2,4,5,5,5,4,5,5, ,3,3,3,4,4,4,3,5,4,5,4,3,4
